server_id,server_name,channel_id,thread_id,user_name
965523172667572244,AstroCom,1109469401901703199,1204297934615740458,esatakkasoglu
1023692787985698826,AstroCom Ekip,1204072462812188683,1204297940651352135,esatakkasoglu
